order_id,product_id,product_name,category,supplier_name,quantity,unit_price,total_amount,currency,order_date,delivery_date,country,address,order_status,payment_method,warehouse_code,lead_time_days,discount_pct,customer_email,customer_rating
ORD-000239,PRD-0034,Laptop Pro 15,Industrial,Unknown,51.0,1144.27,58357.77,MXN,2023-12-23,2024-01-21,Peru,Cusco,In Transit,Cash,WH-MED-02,22.0,32.2,john.d@gmail.com,3.5
ORD-000240,PRD-0013,Coffee Maker 12cup,Industrial,FastShip Colombia,359.0,448.88,161147.92,USD,2022-07-05,2022-08-17,Mexico,Monterrey,Cancelled,Cash,WH-CAL-03,3.0,39.7,,3.0
ORD-000241,prd-0012,Protein Powder 2kg,Personal Care,Pacific Trade SAS,383.0,2005.3,768029.9,COP,2023-10-18,2023-12-02,Mexico,Monterrey,Returned,Cash,WH-MED-02,42.0,9.0,ana.m@company.co,1.7
ORD-000242,PRD-0004,Industrial Drill,Food & Beverage,Pacific Trade SA S,366.0,337.73,123609.18,MXN,2023-09-16,2023-11-12,Mexico,Monterrey,Returned,Cash,WH-BOG-01,11.0,24.1,maria.g@gmail.com,1.4
ORD-000243,PRD-0044,Running Shoes M,Food & Beverage,FastShip Colombia,206.0,208.51,42953.06,MXN,2022-02-11,2022-03-19,Brasil,"Brasil, São Paulo, 01310-100",PENDING,Credit Card,WH-CAL-03,13.0,21.4,sofia.v@yahoo.com,3.8
ORD-000244,PRD-0010,Protein Powder 2kg,Personal Care,Logistics Pro S.A.,93.0,486.93,45284.49,MXN,2024-07-20,2024-08-14,Chile,Chile | Santiago | 8320000,In Transit,Credit Card,WH-LIM-04,38.0,26.5,luis.p@company.co,1.5
ORD-000245,PRD-0041,Running Shoes M,Industrial,Pacific Trade SAS,351.0,2367.22,830894.22,COP,2023-10-05,2023-10-09,Mexico,Monterrey,IN TRANSIT,PayPal,WH-MED-02,3.0,38.0,carlos.r@yahoo.com,1.2
ORD-000246,PRD-0008,Coffee Maker 12cup,Food & Beverage,FastShip Colombia,127.0,1702.59,216228.93,MXN,2023-02-24,2023-04-24,Colombia,Medellín,In Transit,PayPal,Unknown,29.0,2.8,ana.m@gmail.com,2.0
ORD-000247,PRD-0026,Coffee Maker 12cup,Electronics,FastShip Colombia,19.0,2083.57,39587.83,USD,2023-05-11,2023-06-28,Chile,Concepción,In Transit,Cash,Unknown,17.0,8.0,maria.g@outlook.com,2.3
ORD-000248,P-123,Office Chair Ergonomic,Apparel,Logistics Pro S.A.,259.0,100.88,,COP,2022-01-13,2022-03-07,Colombia,Cali,Returnned,PayPal,WH-CAL-03,16.0,13.8,maria.g@company.co,3.5
ORD-000249,PRD-0017,Wireless Headset,APPAREL,Andean Freight Co.,431.0,2209.64,952354.84,BRL,2024-08-07,,Chile,Santiago,Returned,PayPal,WH-LIM-04,26.0,26.1,luis.p@company.co,1.6
ORD-000250,PRD-0012,Protein Powder 2kg,Apparel,Pacific Trade SAS,78.0,330.73,25796.94,USD,2022-07-18,2022-07-19,Colombia,Medellín,In Transit,Credit Card,WH-SCL-05,22.0,4.1,maria.g@yahoo.com,1.6
ORD-000251,PRD-0018,Mechanical Keyboard,Apparel,Logistics Pro S.A.,11.0,1105.14,12156.54,USD,2024-10-04,2024-11-30,Brasil,"Calle 640, São Paulo (Brasil) 01310-100",Delivered,Bank Transfer,WH-BOG-01,32.0,20.4,john.d@yahoo.com,1.1
ORD-000252,PRD-0042,Safety Gloves L,Food & Beverage,Global Cargo Ltda.,447.0,52.93,23659.71,BRL,2024-03-06,,Peru,Cusco,Cancelled,Bank Transfer,WH-SCL-05,6.0,3.4,luis.p@gmail.com,3.0
ORD-000253,PRD-0012,Industrial Drill,Electronics,Unknown,259.0,1567.19,,BRL,2023-11-09,2023-11-17,Mexico,Monterrey,Delivered,Unknown,WH-BOG-01,41.0,7.9,maria.g@company.co,1.2
ORD-000254,PRD-0000,Safety Gloves L,Apparel,Logistics Pro S.A.,203.0,1269.1,257627.3,MXN,2023-05-09,2023-06-22,Mexico,"Calle 506, Ciudad de México (Mexico) 06600",Cancelled,PayPal,WH-861,24.0,38.4,john.d@company.co,2.2
ORD-000255,PRD-0048,Safety Gloves L,Industrial,Andean Freight Co.,385.0,1971.72,759112.2,COP,2024-03-29,2024-05-21,Mexico,Ciudad de México,Unknown,Cash,WH-LIM-04,36.0,24.3,maria.g@company.co,1.3
ORD-000256,PRD-0019,Wireless Headset,Industrial,FastShip Colombia,307.0,2018.78,619765.46,BRL,2022-05-10,,Mexico,Monterrey,Pending,PayPal,WH-SCL-05,9.0,22.9,luis.p@yahoo.com,4.6
ORD-000257,PRD-0025,Wireless Headset,Personal Care,Global Cargo Ltda,365.0,620.23,226383.95,BRL,2022-10-27,2022-11-28,Chile,Concepción,Returned,Credit Card,WH-SCL-05,28.0,11.9,carlos.r@company.co,1.6
ORD-000258,PRD-0039,Protein Powder 2kg,Food & Beverage,Global Cargo Ltda,445.0,2080.35,925755.75,usd,2023-10-26,2023-12-19,Brasil,Brasília,Returnned,Bank Transfer,WH-MED-02,16.0,14.3,carlos.r@company.co,4.2
ORD-000259,PRD-0006,Safety Gloves L,Food & Beverage,Pacific Trade SAS,22.0,2176.86,47890.92,BRL,2022-09-02,2022-11-02,Peru,Lima,In Transit,Credit Card,WH-CAL-03,26.0,36.6,luis.p@outlook.com,3.4
ORD-000260,PRD-0017,Running Shoes M,Unknown,Pacific Trade SAS,55.0,1427.67,78521.85,COP,2023-09-14,2023-10-25,Brasil,São Paulo,In Transit,Bank Transfer,WH-CAL-03,11.0,23.9,maria.g@gmail.com,3.5
ORD-000261,PRD-0001,Coffee Maker 12cup,Electronics,Andean Freightt Co.,191.0,1927.26,368106.66,MXN,2024-07-24,2024-09-14,Colombia,Medellín,In Transit,Cash,WH-LIM-04,14.0,1.2,ana.m@yahoo.com,1.3
ORD-000262,PRD-0019,Mechanical Keyboard,Unknown,FastShip Colombia,289.0,1223.88,353701.32,USD,2023-08-10,2023-09-09,Mexico,Guadalajara,Pending,Cash,WH-CAL-03,19.0,35.6,ana.m@gmail.com,2.4
ORD-000263,PRD-0044,Wireless Headset,Apparel,FastShip Colombia,423.0,284.14,120191.22,USD,2022-09-01,,Brasil,Rio de Janeiro,Returned,PayPal,WH-LIM-04,15.0,33.4,carlos.r@gmail.com,2.2
ORD-000264,PRD-0014,Solar Panel 250W,Electronics,Fast Ship Colombia,35.0,897.0,31395.0,MXN,2023-12-04,2024-01-01,Peru,Cusco,Cancelld,PayPal,WH-LIM-04,35.0,23.5,sofia.v@company.co,4.0
ORD-000265,PRD-0006,Office Chair Ergonomic,Electronics,FastShip Colombia,361.0,30.68,11075.48,USD,2024-11-02,,Chile,Concepción,Returned,PayPal,WH-MED-02,28.0,33.5,carlos.r@company.co,4.1
ORD-000266,PRD-0022,LED Strip 5m,Electronics,Pacific Trade SAS,11.0,1360.99,14970.89,BRL,2024-05-14,2024-07-10,Peru,Lima,Delivered,Unknown,WH-MED-02,24.0,38.8,carlos.r@gmail.com,3.8
ORD-000257,PRD-0001,Office Chair Ergonomic,Food & Beverage,FastShip Colombia,246.0,1569.44,386082.24,COP,2024-11-10,2024-12-11,Chile,Concepción,Pending,Cash,WH-BOG-01,2.0,14.9,maria.g@yahoo.com,2.6
ORD-000267,PRD-0016,Bluetooth Speaker,Personal Care,Fast Ship Colombia,396.0,1163.95,460924.2,MXN,2023-11-01,2023-12-02,Peru,Cusco,Returned,Bank Transfer,WH-LIM-04,40.0,10.7,luis.p@yahoo.com,3.3
ORD-000268,PRD-0022,Solar Panel 250W,Apparel,FastShip Colombia,365.0,1456.46,531607.9,MXN,2023-05-21,2023-07-14,Peru,Arequipa,Returned,Cash,WH-CAL-03,36.0,20.4,ana.m@company.co,3.0
ORD-000269,PRD-0028,LED Strip 5m,Industrial,Logistics Pro S.A.,143.0,244.25,34927.75,USD,2022-05-03,,Brasil,São Paulo,Returned,Cash,WH-SCL-05,11.0,8.1,carlos.r@outlook.com,2.6
ORD-000270,PRD-0012,Safety Gloves L,electronics,Pacific Trade SAS,210.0,964.27,202496.7,MXN,2023-02-25,2023-04-17,Brasil,Brasília/Brasil/01310-100,Pending,Credit Card,WH-LIM-04,14.0,10.0,luis.p@company.co,3.6
ORD-000271,PRD-0002,Running Shoes M,Unknown,Andean Freight Co.,134.0,1614.3,216316.2,USD,2024-02-21,2024-02-27,Colombia,Cali,Deliverd,Cash,WH-LIM-04,15.0,2.7,luis.p@yahoo.com,1.7
ORD-000265,PRD-0005,Office Chair Ergonomic,Personal Care,Global Cargo Ltda,5.0,2034.2,10171.0,BRL,2022-10-04,2022-11-28,Chile,Concepción,Cancelled,Credit Card,WH-SCL-05,25.0,21.2,luis.p@company.co,3.1
ORD-000272,PRD-0048,Running Shoes M,Personal Care,Logistics Pro S.A.,310.0,64.57,20016.7,COP,2024-06-10,2024-09-07,Mexico,Guadalajara,In Transit,Cash,WH-LIM-04,9.0,37.9,john.d@outlook.com,3.6
ORD-000273,PRD-0023,Solar Panel 250W,APPAREL,Global Cargo Ltda,75.0,1276.22,95716.5,BRL,2024-04-06,2024-04-29,Brasil,Brasília,Cancelled,Credit Card,WH-SCL-05,10.0,26.4,john.d@yahoo.com,2.5
ORD-000274,PROD-001,Laptop Pro 15,Industrial,Andean Freight Co.,259.0,1209.25,,BRL,2022-06-12,2022-12-12,Brasil,Rio de Janeiro,Pending,Cash,WH-MED-02,38.0,23.8,carlos.r@company.co,3.0
ORD-000275,PRD-0038,Coffee Maker 12cup,Personal Care,FastShip Colombia,186.0,751.22,139726.92,USD,2023-10-05,2023-10-31,Peru,Lima,Pending,PayPal,WH-MED-02,19.0,13.4,carlos.r@gmail.com,3.0
ORD-000276,PRD-0006,Mechanical Keyboard,Unknown,Global Cargo Ltda,45.0,102.16,4597.2,USD,2023-01-29,2023-03-23,Brasil,Brasília,Returned,Credit Card,WH-MED-02,7.0,11.3,maria.g@company.co,2.2
ORD-000277,PRD-0016,Coffee Maker 12cup,Apparel,Logisticss Pro S.A.,230.0,835.16,192086.8,BRL,2024-10-06,,Chile,Concepción,Delivered,PayPal,WH-BOG-01,25.0,26.3,john.d@company.co,2.7
ORD-000278,PRD-0037,Mechanical Keyboard,Food & Beverage,Global Cargo Ltda,491.0,100.93,18037.02,MXN,2023-11-22,,Mexico,"Mexico, Monterrey, 06600",Returned,Bank Transfer,WH-BOG-01,36.0,18.3,,4.3
ORD-000279,PRD-0039,Bluetooth Speaker,Industrial,Logistics Pro S.A.,3.0,1125.88,3377.64,USD,2023-07-15,2023-08-11,Brasil,Brasília,Returnned,Cash,WH-LIM-04,35.0,20.4,maria.g@company.co,3.0
ORD-000280,PRD-0043,Coffee Maker 12cup,Apparel,Global Cargo Ltda,80.0,1323.045,,MXN,2023-01-02,2023-01-10,Peru,Arequipa,Delivered,Credit Card,WH-MED-02,2.0,38.8,maria.g@yahoo.com,1.8
ORD-000281,PRD-0023,Laptop Pro 15,Electronics,Andean Freight Co.,383.0,2087.11,799363.13,BRL,2024-03-04,2024-05-01,Peru,Cusco,Pending,PayPal,Unknown,9.0,22.5,ana.m@outlook.com,3.6
ORD-000282,PRD-0028,Coffee Maker 12cup,Apparel,FastShip Colombia,187.0,61.72,11541.64,USD,2022-10-09,2022-12-03,Colombia,"Calle 787, Medellín (Colombia) 110111",Returned,Credit Card,WH-SCL-05,6.0,23.1,luis.p@outlook.com,2.2
ORD-000283,PRD-0022,Coffee Maker 12cup,Personal Care,Global Cargo Ltda.,55.0,1986.3,109246.5,USD,2022-02-04,2022-02-13,Chile,Valparaíso,Returnned,Bank Transfer,WH-LIM-04,13.0,5.4,luis.p@outlook.com,3.8
ORD-000284,PRD-0001,Office Chair Ergonomic,Apparel,Pacific Trade SAS,128.0,336.74,43102.72,USD,2023-03-07,2023-03-08,Brasil,São Paulo,Delivered,Cash,WH-SCL-05,13.0,15.6,sofia.v@yahoo.com,2.0
ORD-000285,PRD-0004,Mechanical Keyboard,Food & Beverage,Andean Freight Co.,233.0,1722.64,401375.12,BRL,2023-07-07,2023-09-03,Mexico,Guadalajara,Returned,Bank Transfer,WH-SCL-05,43.0,16.1,carlos.r@yahoo.com,4.8
ORD-000286,PRD-0037,Solar Panel 250W,Electronics,Unknown,175.0,1323.045,-141011.5,BRL,2023-05-30,2023-06-12,Chile,Valparaíso,In Transit,Cash,WH-LIM-04,32.0,0.7,maria.g@yahoo.com,3.1
ORD-000287,PRD-0036,Protein Powder 2kg,Food & Beverage,Pacific Trade SA S,259.0,2225.05,,USD,2023-11-29,2023-12-05,Chile,Santiago,delivered,Bank Transfer,WH-BOG-01,14.0,4.0,luis.p@outlook.com,3.0
ORD-000288,PRD-0036,Mechanical Keyboard,Personal Care,Pacific Trade SA S,24.0,335.91,8061.84,COP,2022-03-10,2022-09-09,Brasil,Rio de Janeiro,Delivered,Bank Transfer,Unknown,44.0,3.4,ana.m@gmail.com,3.9
ORD-000289,PRD-0034,Bluetooth Speaker,Industrial,Pacific Trade SAS,429.0,539.3,231359.7,USD,2023-02-06,2023-03-13,Chile,"Concepción, Chile - CP 8320000",Delivered,PayPal,WH-MED-02,15.0,2.0,carlos.r@yahoo.com,1.4
ORD-000290,PRD-0012,Laptop Pro 15,Apparel,FastShip Colombia,378.0,2481.92,938165.76,USD,2022-02-25,2022-04-22,Colombia,Cali,Delivered,PayPal,WH-SCL-05,41.0,28.8,sofia.v@gmail.com,2.2
ORD-000291,PRD-0010,Bluetooth Speaker,Personal Care,FastShip Colombia,195.0,115.15,33102.19,BRL,2023-12-09,2024-01-25,Chile,"Valparaíso, Chile - CP 8320000",Pending,Cash,WH-CAL-03,25.0,1.6,maria.g@company.co,2.4
ORD-000292,PRD-0050,LED Strip 5m,Apparel,Pacific Trade SA S,130.0,1325.58,31279.29,COP,2024-08-28,2024-10-01,Mexico,Ciudad de México,Delivered,PayPal,WH-MED-02,43.0,6.3,sofia.v@yahoo.com,1.9
ORD-000293,PRD-0006,Protein Powder 2kg,Industrial,Global Cargo Ltda,118.0,471.45,55631.1,USD,2022-06-23,2022-08-13,Chile,Concepción,In Transit,Cash,WH-SCL-05,22.0,24.4,john.d@gmail.com,2.2
ORD-000294,PRD-0049,Industrial Drill,Electronics,FastShip Colombia,239.0,1518.11,362828.29,COP,2024-10-05,2024-10-26,Peru,Cusco,Deliverd,PayPal,WH-LIM-04,27.0,21.0,,1.5
ORD-000295,PRD-0016,Mechanical Keyboard,Food & Beverage,Pacific Trade SAS,259.0,1981.25,,USD,2022-06-06,2022-06-14,Chile,Concepción,Returned,Credit Card,WH-LIM-04,11.0,20.2,john.d@outlook.com,3.8
ORD-000296,PRD-0034,Solar Panel 250W,Electronics,Andean Freight Co.,266.0,1951.87,2108.88,USD,2024-12-01,2024-12-27,Colombia,Cali,In Transit,Bank Transfer,WH-CAL-03,33.0,4.4,luis.p@yahoo.com,2.2
ORD-000297,PRD-0020,Solar Panel 250W,Apparel,Pacific Trade SAS,331.0,1669.23,552515.13,USD,2024-11-05,2024-12-21,Brasil,São Paulo,Pending,Bank Transfer,WH-SCL-05,40.0,31.2,luis.p@company.co,4.1
ORD-000298,PRD-0037,Safety Gloves L,Personal Care,FastShip Colombia,414.0,2422.93,1003093.02,USD,2024-04-15,,Peru,Cusco,Delivered,Bank Transfer,WH-MED-02,43.0,26.0,sofia.v@gmail.com,4.6
ORD-000299,PRD-0008,Wireless Headset,Electronics,FastShip Colombia,339.0,948.85,321660.15,COP,2022-01-31,2022-07-02,Mexico,Monterrey,Delivered,Bank Transfer,WH-MED-02,20.0,36.0,maria.g@company.co,3.0
ORD-000300,PRD-0025,Office Chair Ergonomic,Industrial,FastShip Colombia,25.0,1622.47,40561.75,USD,2023-10-21,2023-11-02,Mexico,Guadalajara,Delivered,Bank Transfer,WH-LIM-04,26.0,18.0,ana.m@yahoo.com,1.4
ORD-000301,PRD-0031,Running Shoes M,Personal Care,Pacific Trade SA S,259.0,500.11,,USD,2022-09-29,2022-11-14,Brasil,Rio de Janeiro,Delivered,Bank Transfer,WH-MED-02,11.0,20.4,luis.p@outlook.com,2.4
ORD-000302,PRD-0005,LED Strip 5m,Apparel,FastShip Colombia,221.0,516.2,114080.2,BRL,2024-12-30,2025-01-29,Chile,Santiago,IN TRANSIT,Credit Card,WH-SCL-05,41.0,38.9,sofia.v@company.co,4.0
ORD-000303,PRD-0035,Safety Gloves L,Food & Beverage,Pacific Trade SAS,302.0,2318.13,700075.26,USD,2024-04-04,2024-06-01,Mexico,Ciudad de México,Unknown,Credit Card,WH-MED-02,11.0,34.9,luis.p@company.co,1.6
ORD-000304,PRD-0012,Office Chair Ergonomic,Industrial,Pacific Trade SAS,312.0,2382.95,743480.4,MXN,2022-11-03,,Peru,Cusco,Pending,Cash,WH-SCL-05,42.0,25.0,carlos.r@company.co,3.2
ORD-000305,PRD-0035,LED Strip 5m,Industrial,Logistics Pro S.A.,253.0,2288.72,579046.16,COP,2022-09-23,2022-10-25,Chile,Concepción,delivered,Bank Transfer,WH-BOG-01,25.0,27.4,carlos.r@yahoo.com,2.4
ORD-000306,PRD-0034,Running Shoes M,Personal Care,FastShip Colombia,426.0,2401.38,1022987.88,MXN,2024-04-09,2024-05-23,Chile,Concepción,Pending,Bank Transfer,WH-MED-02,44.0,39.7,ana.m@outlook.com,2.1
ORD-000307,PRD-0021,Laptop Pro 15,Food & Beverage,FastShip Colombia,423.0,1205.64,509985.72,MXN,2023-04-29,2023-06-22,Peru,Arequipa,Pending,Bank Transfer,WH-MED-02,34.0,17.9,,4.5
ORD-000308,PRD-0050,Office Chair Ergonomic,Personal Care,Pacific Trade SAS,388.0,2112.53,819661.64,MXN,2024-04-03,2024-04-25,Peru,"Peru, Arequipa, 15001",Cancelled,Cash,WH-LIM-04,43.0,29.3,john.d@outlook.com,4.6
ORD-000309,PRD-0028,Industrial Drill,Unknown,Global Cargo Ltda,332.0,1608.41,533992.12,USD,2023-10-30,2023-10-31,Peru,Lima/Peru/15001,Delivered,Cash,WH-LIM-04,32.0,27.6,sofia.v@company.co,4.0
ORD-000310,PRD-0048,Mechanical Keyboard,Electronics,FastShip Colombia,429.0,2103.71,15244.17,BRL,2022-01-17,2022-02-13,Mexico,Monterrey,In Transit,PayPal,WH-LIM-04,23.0,29.9,ana.m@yahoo.com,2.3
ORD-000311,PRD-0050,LED Strip 5m,Apparel,Pacific Trade SAS,90.0,1969.09,177218.1,COP,2022-03-01,2022-04-07,Mexico,Ciudad de México,Pending,Credit Card,WH-SCL-05,21.0,9.8,maria.g@outlook.com,3.0
ORD-000312,PRD-0032,Safety Gloves L,Electronics,Global Cargo Ltda,60.0,2152.23,129133.8,COP,2024-06-20,2024-07-06,Peru,Arequipa,Pending,Bank Transfer,WH-BOG-01,4.0,35.3,luis.p@company.co,2.4
ORD-000313,PRD-0046,Industrial Drill,Personal Care,Logistics Pro S.A.,331.0,805.23,266531.13,COP,2023-03-07,2023-05-06,Mexico,Ciudad de México,Returned,Credit Card,WH-CAL-03,13.0,36.5,carlos.r@yahoo.com,1.5
ORD-000314,PRD-0047,Wireless Headset,Industrial,FastShip Colombia,58.0,109.42,6346.36,COP,2023-12-04,2024-01-22,Mexico,Monterrey,Returned,PayPal,WH-MED-02,20.0,30.6,john.d@gmail.com,1.6
ORD-000315,PRD_0045,Industrial Drill,Apparel,Andean Freightt Co.,370.0,1841.28,46535.11,MXN,2022-09-20,2022-11-12,Mexico,Ciudad de México,Pending,Cash,WH-MED-02,5.0,1.0,ana.m@gmail.com,3.0
ORD-000316,PRD-0004,Protein Powder 2kg,Personal Care,Andean Freightt Co.,484.0,2160.82,1045836.88,USD,2023-03-31,2023-04-03,Colombia,Medellín/Colombia/110111,Cancelled,Cash,WH-SCL-05,24.0,37.8,maria.g@outlook.com,3.0
ORD-000317,PRD-0033,Office Chair Ergonomic,electronics,Logistics Pro S.A.,217.0,2031.78,440896.26,COP,2022-04-03,,Peru,Cusco/Peru/15001,Cancelled,Cash,WH-CAL-03,18.0,16.0,carlos.r@company.co,2.4
ORD-000318,PRD-0017,Protein Powder 2kg,Unknown,FastShip Colombia,473.0,2058.87,973845.51,COP,2022-10-11,2022-10-14,Peru,Lima,Returned,Unknown,WH-LIM-04,8.0,30.0,luis.p@gmail.com,3.8
ORD-000319,PRD-0021,Safety Gloves L,Apparel,Andean Freight co.,307.0,1517.24,465792.68,USD,2023-02-11,2023-02-19,Chile,Valparaíso,Delivered,PayPal,WH-LIM-04,12.0,8.4,luis.p@outlook.com,2.8
ORD-000314,PRD-0028,LED Strip 5m,Industrial,FastShip Colombia,338.0,1323.045,-66437.28,USD,2023-04-27,2023-06-06,Chile,Concepción,Delivered,PayPal,WH-SCL-05,19.0,32.6,ana.m@outlook.com,2.8
ORD-000320,PRD-0033,Mechanical Keyboard,Personal Care,Pacific Trade SAS,243.0,453.68,110244.24,MXN,2024-04-05,2024-04-11,Peru,Cusco,Cancelled,Bank Transfer,WH-SCL-05,31.0,1.7,john.d@gmail.com,1.2
ORD-000321,PRD-0012,Protein Powder 2kg,Personal Care,Global Cargo Ltda,338.0,117.69,39779.22,MXN,2024-02-10,2024-02-27,Colombia,Cali,Delivered,Cash,WH-CAL-03,41.0,5.0,maria.g@outlook.com,3.5
ORD-000322,PRD-0017,Running Shoes M,Industrial,Logistics Pro S.A.,425.0,624.47,265399.75,COP,2023-02-23,2023-09-03,Peru,Arequipa,Pending,Credit Card,WH-BOG-01,18.0,10.5,sofia.v@gmail.com,4.2
ORD-000323,PRD-0031,Mechanical Keyboard,Personal Care,Pacific Trade SAS,465.0,1380.13,641760.45,MXN,2024-04-27,2024-06-17,Chile,Valparaíso,Returned,Bank Transfer,WH-SCL-05,33.0,35.7,john.d@outlook.com,1.5
ORD-000324,PRD-0044,Protein Powder 2kg,Electronics,Logistics Pro S.A.,386.0,789.4,304708.4,COP,2022-07-24,2022-08-17,Peru,Lima,delivered,Cash,WH-SCL-05,25.0,11.0,luis.p@company.co,2.7
ORD-000325,PRD-0020,Industrial Drill,Food & Beverage,Unknown,494.0,77.08,38077.52,MXN,2023-06-13,,Mexico,Guadalajara,Cancelled,Cash,WH-LIM-04,12.0,30.5,ana.m@company.co,1.3
ORD-000317,PRD-0046,Office Chair Ergonomic,Food & Beverage,Andean Freight Co.,259.0,1323.045,,BRL,2024-09-12,2024-09-21,Mexico,Guadalajara,Delivered,Cash,WH-LIM-04,41.0,29.2,luis.p@outlook.com,1.9
ORD-000326,PRD-0025,Solar Panel 250W,Apparel,Pacific Trade SAS,120.0,1882.29,225874.8,BRL,2023-06-06,2023-07-18,Mexico,Ciudad de México,In Transit,PayPal,WH-LIM-04,6.0,15.9,sofia.v@yahoo.com,3.2
ORD-000327,PRD-0005,Protein Powder 2kg,Personal Care,Fast Ship Colombia,22.0,969.6,21331.2,MXN,2024-10-27,2024-12-24,Mexico,Ciudad de México,IN TRANSIT,Credit Card,WH-LIM-04,33.0,13.8,sofia.v@outlook.com,1.8
ORD-000328,PRD-0005,Protein Powder 2kg,Personal Care,Global Cargo Ltda,258.0,968.06,249759.48,COP,2022-05-05,2022-05-06,Mexico,Ciudad de México,In Transit,Bank Transfer,WH-SCL-05,17.0,8.1,ana.m@yahoo.com,1.6
ORD-000329,PRD-0036,Protein Powder 2kg,Personal Care,Pacific Trade SAS,75.0,1323.045,,USD,2022-02-03,2022-03-05,Colombia,"Colombia, Bogotá, 110111",Cancelled,Credit Card,WH-184,25.0,36.7,john.d@yahoo.com,1.2
ORD-000330,PRD-0049,Solar Panel 250W,Personal Care,Logistics Pro S.A.,259.0,928.3,,MXN,2024-02-16,2024-02-18,Peru,Cusco,Delivered,Unknown,WH-CAL-03,15.0,20.4,ana.m@outlook.com,1.1
ORD-000331,PRD-0028,Running Shoes M,Personal Care,Andean Freight Co.,277.0,1416.55,392384.35,BRL,2022-05-29,2022-07-06,Brasil,São Paulo,Delivered,Bank Transfer,WH-MED-02,23.0,20.9,ana.m@gmail.com,4.0
ORD-000332,PRD-0009,Office Chair Ergonomic,Electronics,Logistics Pro S.A.,402.0,1614.23,648920.46,BRL,2022-10-10,2022-10-20,Brasil,São Paulo,Pending,Cash,WH-SCL-05,32.0,17.4,,3.0
ORD-000332,PRD_0045,Laptop Pro 15,Food & Beverage,Andean Freight Co.,91.0,2219.12,201939.92,USD,2022-07-02,2022-08-30,Mexico,Monterrey,Cancelled,Cash,WH-166,36.0,2.4,carlos.r@yahoo.com,4.3
ORD-000333,PRD-0006,Mechanical Keyboard,Industrial,Global Cargo Ltda,221.0,1323.045,,USD,2024-10-29,2024-12-14,Brasil,Brasília,Cancelled,Bank Transfer,WH-MED-02,31.0,29.3,luis.p@yahoo.com,3.2
ORD-000334,PRD-0050,Office Chair Ergonomic,Personal Care,FastShip Colombia,405.0,2203.87,892567.35,COP,2024-05-11,2024-05-29,Colombia,Medellín,Pending,Bank Transfer,WH-CAL-03,41.0,36.6,carlos.r@company.co,2.6
ORD-000335,PRD-0006,Industrial Drill,Electronics,Global Cargo Ltda,159.0,2224.26,353657.34,USD,2024-08-05,2024-12-08,Colombia,Medellín/Colombia/110111,In Transit,Credit Card,WH-MED-02,18.0,7.1,,4.8
ORD-000332,PRD-0045,Laptop Pro 15,Apparel,Pacific Trade SAS,145.0,1110.14,160970.3,USD,2023-12-26,2024-01-19,Mexico,Ciudad de México,Cancelld,Bank Transfer,WH-BOG-01,8.0,20.4,ana.m@gmail.com,1.3
ORD-000336,PRD-0007,Safety Gloves L,Apparel,FastShip Colombia,199.0,1425.64,283702.36,BRL,2024-05-27,2024-07-02,Chile,Valparaíso,In Transit,Cash,WH-MED-02,19.0,39.5,ana.m@company.co,2.3
ORD-000329,PRD-0001,Office Chair Ergonomic,Apparel,Logistics Pro S.A.,339.0,1974.25,669270.75,USD,2022-01-02,2022-02-04,Colombia,Bogotá,Returned,Cash,WH-BOG-01,15.0,0.3,ana.m@outlook.com,4.9
ORD-000337,PRD-0012,Office Chair Ergonomic,Food & Beverage,FastShip Colombia,259.0,470.41,,BRL,2022-02-20,2022-04-20,Colombia,Bogotá,Delivered,PayPal,WH-SCL-05,23.0,5.0,carlos.r@outlook.com,3.0
ORD-000338,PRD-0036,Solar Panel 250W,Industrial,Logistics Pro S.A.,396.0,2021.7,800593.2,BRL,2022-11-13,2023-01-10,Brasil,Rio de Janeiro,Returned,PayPal,WH-SCL-05,9.0,9.1,john.d@gmail.com,1.8
ORD-000339,PRD-0034,Mechanical Keyboard,Food & Beverage,Logistics Pro S.A.,325.0,1741.22,565896.5,BRL,2024-10-16,2024-11-30,Brasil,São Paulo,Returned,Cash,WH-LIM-04,4.0,9.2,john.d@company.co,1.5
ORD-000340,PRD-0000,Bluetooth Speaker,Electronics,Pacific Trade SAS,112.0,2106.16,235889.92,USD,2024-03-03,2024-03-09,Peru,Cusco,Cancelld,Cash,WH-LIM-04,3.0,37.2,ana.m@outlook.com,4.1
ORD-000341,PRD-0029,Running Shoes M,Apparel,Global Cargo Ltda,67.0,2085.89,139754.63,MXN,2023-03-20,2023-05-18,Chile,Valparaíso,Returned,Credit Card,WH-SCL-05,40.0,9.6,carlos.r@company.co,2.0
ORD-000342,PRD-0019,Protein Powder 2kg,Electronics,FastShip Colombia,124.0,1672.81,207428.44,USD$,2024-01-28,2024-02-22,Brasil,Rio de Janeiro,Pending,Cash,WH-MED-02,18.0,23.8,carlos.r@company.co,2.4
ORD-000343,PRD-0001,Bluetooth Speaker,Food & Beverage,FastShip Colombia,295.0,286.54,84529.3,USD$,2022-10-07,2022-11-14,Mexico,Guadalajara,delivered,Bank Transfer,WH-LIM-04,21.0,32.4,sofia.v@company.co,1.1
